
Host: node47.bme.utexas.edu

Timers On : Tue Mar  3 18:02:00 2020
Timers Off: Tue Mar  3 18:19:26 2020

Wall Time:     1046.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (Q|mn)                          :   1350.717u      1.083s    135.395w      2 calls
JK: (Q|mn) Write                    :      4.050u     11.967s    331.914w      2 calls
HF: Form core H                     :      0.050u      0.017s      0.052w      1 calls
HF: Form S/X                        :      3.083u      0.067s      0.314w      1 calls
HF: Guess                           :      8.133u      0.317s      0.848w      1 calls
| SAD Guess                         :      7.983u      0.317s      0.832w      1 calls
HF: Form G                          :   4340.850u    158.983s    556.514w     15 calls
| JK: D                             :      0.417u      0.000s      0.047w     15 calls
| JK: USO2AO                        :      0.267u      0.017s      0.027w     15 calls
| JK: JK                            :   4339.617u    158.933s    556.387w     15 calls
| | JK: (Q|mn) Read                 :     11.183u     82.567s     49.487w     30 calls
| | JK: J                           :    124.300u      1.117s     12.629w     30 calls
| | | JK: J1                        :     61.733u      0.667s      6.255w     30 calls
| | | JK: J2                        :     61.433u      0.417s      6.200w     30 calls
| | JK: K                           :   4109.600u      5.067s    412.932w     30 calls
| | | JK: K1                        :   2420.550u      2.267s    242.688w     30 calls
| | | JK: K2                        :   1688.850u      2.783s    170.223w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.233u      0.000s      0.024w     15 calls
HF: Form D                          :      0.433u      0.017s      0.044w     15 calls
HF: DIIS                            :     16.900u      1.117s      1.805w     14 calls
| DIISManager::add_entry            :      1.383u      0.200s      0.166w     14 calls
| DIISManager::extrapolate          :      4.967u      0.833s      0.578w     14 calls
| | bMatrix setup                   :      2.500u      0.533s      0.302w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      2.467u      0.300s      0.275w     14 calls
HF: Form C                          :     46.700u      0.617s      4.738w     14 calls
DFMP2 Singles                       :      0.417u      0.000s      0.042w      1 calls
DFMP2 Aia                           :   1105.100u     28.383s    142.061w      1 calls
| DFMP2 (A|mn)                      :    925.233u      0.167s     92.720w      3 calls
| DFMP2 (A|mn)C_mi                  :     87.633u      0.100s      8.830w      3 calls
| DFMP2 (A|mi)C_na                  :     69.417u      0.033s      6.964w      3 calls
| DFMP2 Aia Write                   :      3.867u      4.583s      2.651w      3 calls
DFMP2 Qia                           :    600.817u     11.483s     98.615w      1 calls
| DFMP2 Metric                      :    272.867u      2.467s     27.942w      1 calls
| DFMP2 Aia Read                    :      0.000u      2.183s     32.581w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    322.867u      0.083s     32.343w      1 calls
| DFMP2 Qia Write                   :      0.717u      4.383s      2.625w      1 calls
DFMP2 Energy                        :   2656.367u      5.317s    270.604w      1 calls
| DFMP2 Qia Read                    :      1.667u      1.533s      1.915w      2 calls

**************************************************************************************

Host: node70.bme.utexas.edu

Timers On : Mon Apr 13 12:01:38 2020
Timers Off: Mon Apr 13 12:37:21 2020

Wall Time:     2142.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.800u      0.467s      1.083w      1 calls
JK: (A|Q)^-1                        :    281.117u     22.917s    190.385w      1 calls
JK: (A|mn)                          :    423.433u      9.450s     43.305w      1 calls
JK: (Q|mn)                          :   1487.617u     21.867s    151.137w      1 calls
JK: (Q|mn) Write                    :     10.133u     19.133s    199.639w      1 calls
HF: Form core H                     :      0.450u      0.083s      3.649w      1 calls
HF: Form S/X                        :      4.367u      0.200s      0.466w      1 calls
HF: Guess                           :      8.217u      0.550s      1.028w      1 calls
SAD Guess                           :      7.900u      0.517s      0.994w      1 calls
HF: Form G                          :   5845.800u    423.667s   1048.821w     15 calls
JK: D                               :      0.633u      0.067s      0.095w     15 calls
JK: USO2AO                          :      0.517u      0.050s      0.055w     15 calls
JK: JK                              :   5842.200u    423.083s   1048.224w     15 calls
JK: (Q|mn) Read                     :     14.150u    101.633s    315.357w     30 calls
JK: J                               :    128.550u      3.867s     13.484w     30 calls
JK: J1                              :     65.150u      1.917s      6.843w     30 calls
JK: J2                              :     62.033u      1.767s      6.389w     30 calls
JK: K                               :   5601.850u    153.450s    584.759w     30 calls
JK: K1                              :   3880.133u    136.983s    409.894w     30 calls
JK: K2                              :   1721.250u     16.417s    174.805w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     15 calls
HF: Form F                          :      2.233u      0.267s      0.925w     15 calls
HF: Form D                          :      0.550u      0.033s      0.060w     15 calls
HF: DIIS                            :     26.600u      2.533s      3.203w     14 calls
DIISManager::add_entry              :      3.050u      0.400s      0.475w     14 calls
DIISManager::extrapolate            :      7.533u      1.433s      0.939w     14 calls
bMatrix setup                       :      3.833u      0.867s      0.480w     14 calls
bMatrix pseudoinverse               :      0.167u      0.033s      0.025w     14 calls
New vector                          :      3.533u      0.533s      0.434w     14 calls
HF: Form C                          :     49.033u      1.717s      5.081w     14 calls
DFMP2 Singles                       :      0.967u      0.100s      0.127w      1 calls
DFMP2 Aia                           :   1057.067u     13.067s    121.438w      1 calls
DFMP2 (A|mn)                        :    876.750u      0.667s     87.885w      3 calls
DFMP2 (A|mn)C_mi                    :     86.167u      0.200s      8.637w      3 calls
DFMP2 (A|mi)C_na                    :     71.717u      1.533s      7.364w      3 calls
DFMP2 Aia Write                     :      3.067u      4.650s      3.272w      3 calls
DFMP2 Qia                           :    581.367u     12.717s     65.162w      1 calls
DFMP2 Metric                        :    251.917u      3.933s     25.929w      1 calls
DFMP2 Aia Read                      :      0.017u      1.633s      0.993w      1 calls
DFMP2 (Q|A)(A|ia)                   :    326.433u      0.683s     33.080w      1 calls
DFMP2 Qia Write                     :      0.217u      4.267s      2.550w      1 calls
DFMP2 Energy                        :   2690.133u     10.300s    274.006w      1 calls
DFMP2 Qia Read                      :      1.633u      1.467s      1.858w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.800u      0.467s      1.083w      1 calls
JK: (A|Q)^-1                        :    281.117u     22.917s    190.385w      1 calls
JK: (A|mn)                          :    423.433u      9.450s     43.305w      1 calls
JK: (Q|mn)                          :   1487.617u     21.867s    151.137w      1 calls
